"","X.1","X","pID","eID","oID","internalID","Effect.description","origDirection","Observed.difference.in.replication.","origN","repN","testReported","What.statistical.test.was.reported.","Statistical.test.applied.to.original.data","Original.test.statistic.type","Original.test.statistic.value","Original.df1","Original.df2","Original.p.value","Replication.statistical.test","Replication.test.statistic.type","Replication.test.statistic.value","Replication.df1","Replication.df2","Replication.p.value","Was.original.data.representative.","origRawDiff","Replication.raw.difference..if.original.reported.representative.data.","Replication.raw.difference.type..mean.or.median.","Replication.raw.diference.standard.error","Replication.raw.difference.lower.CI","Replication.raw.difference.upper.CI","Effect.size.type","Original.effect.size","Original.standard.error","Original.lower.CI","Original.upper.CI","Replication.effect.size","Replication.standard.error","Replication.lower.CI","Replication.upper.CI","Meta.analysis.effect.size","Meta.analysis.lower.CI","Meta.analysis.upper.CI","Meta.analysis.p.value","repDirection","Statistical.test.applied.to.original.data..SMD.","Original.test.statistic.type..SMD.","Original.test.statistic.value..SMD.","origdf1","origdf2","origPval","Replication.statistical.test..SMD.","Replication.test.statistic.type..SMD.","Replication.test.statistic.value..SMD.","repdf1","repdf2","repPval","repRawDiff","Replication.raw.difference.type..mean.or.median...SMD.","Replication.raw.diference.standard.error..SMD.","Replication.raw.difference.lower.CI..SMD.","Replication.raw.difference.upper.CI..SMD.","EStype","origES","origSE","origESLo","origESHi","repES","repSE","repESLo","repESHi","Meta.analysis.effect.size..SMD.","Meta.analysis.lower.CI..SMD.","Meta.analysis.upper.CI..SMD.","Meta.analysis.p.value..SMD.","Notes.x","Original.paper.figure","Was.experiment.originally.identified.by.RP.CB.team","Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.","Did.the.experiment.protocol.get.submitted.to.eLife","Did.the.experiment.protocol.get.accepted.and.published.in.eLife","infoNeeded","infoQuality","Data.shared.by.original.authors","Code.shared.by.original.authors","Key.materials.asked.to.be.shared","materialsSharedProse","Key.materials.shared","expType","What.types.of.experimental.techniques.were.utilized.","What.category.of.experimental.techniques.were.utilized.","Number.of.lab.s..contracted.for.the.experiment","labsContracted","Registered.Report.protocol","Experiment.description","Original.sample.number..reported.","Replication.sample.number..power.","Replication.sample.number..reported.","Replication.experiment.attempted","Replication.experiment.completed","If.experiment.incomplete..why.","changesNeededRaw","If.modifications.were.needed.for.experiment.to.proceed..what.were.they.","changesSuccess","If.modifications.unable.to.be.fully.implemented..why.","Replication.study.figure","Were.materials.shippped.between.replicating.labs.","If.a.material.was.shipped.between.replicating.labs..what.was.it.","Was.the.original.experiment.blinded.","Was.the.replication.experiment.blinded.","Was.the.original.experiment.randomized.","Was.the.replication.experiment.randomized.","Was.the.original.experiment.sample.size.determined.a.priori.","Was.the.replication.experiment.sample.size.determined.a.priori.","Was.a.statistical.test.reported.in.the.original.paper..y","What.statistical.test.s..was.reported.","Was.variation.of.biological.repeats.reported.in.the.original.experiment.","Notes.y","Original.paper.title","Year","Original.paper.journal","Number.of.original.authors","OSF.project.link","Draft.protocol.shared.with.original.authors.date","Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team","Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife","Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife","Actual.budget.at.completion.of.replication.attempt","Registered.Report.submission.date","Registered.Report.acceptance.date","Link.to.Registered.Report","Experimental.work.start.date","Experimental.work.end.date","Replication.study.fully.completed","If.Replication.study.incomplete..why.","Replication.study.submission.date","Replication.study.acceptance.date","Link.to.Replication.study","Did.original.authors.respond.to.any.emails.","Did.the.original.paper.have.a.potential.conflict.of.issue.statement.","Did.the.replication.study.have.a.potential.conflict.of.issue.statement.","Number.of.lab.s..contracted.for.the.entire.paper","Contracted.lab.s..for.the.entire.paper","Notes","repSignif","origSignif","changes","changes_a..GTE.moderate.success","changes_b..LT.moderate.success","changes_c..No.changes.needed","materialsShared","materialsShared_a.No","materialsShared_b.Yes","materialsShared_c..Not.requested","hasCROLab","hasCoreLab","expAnimal","quantPair","peoID","nInternal","peID","origES2","ES2type","origESLo2","origESHi2","repES2","repESLo2","repESHi2","origSE2","repSE2","origVar2","repVar2","origES3","origESLo3","origESHi3","repES3","repESLo3","repESHi3","origSE3","repSE3","origVar3","repVar3","discrep","badCI"
"298",298,298,47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3F,S6","Yes","No","No","No",5,0,0,0,"Organisms,Cells,Antibodies","No",NA,"Cell-based","animal care,tissue harvesting,cell isolation,viral transduction,cell culture,Western blot assay","cell,immuno,animal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,"https://osf.io/vfsbo/","2014-11-03",25000,34829.41,34829.41,46344.04,42234,42415,"https://elifesciences.org/articles/10860",42415,43034,"Partial","Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable",NA,NA,"Partial","No","Yes",NA,1,"Core18,Core22",NA,NA,NA,"c. No changes needed",0,0,1,"a.No",1,0,0,FALSE,FALSE,FALSE,FALSE,"p47e4oNA",1,"p47e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,299,47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1C","Yes","No","No","No",4,0,0,0,NA,NA,NA,"Patient Samples","immunohistochemistry","immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"IDH mutation impairs histone demethylation and results in a block to cell differentiation.",2012,"Nature",17,"https://osf.io/vfsbo/","2014-11-03",25000,34829.41,34829.41,46344.04,42234,42415,"https://elifesciences.org/articles/10860",42415,43034,"Partial","Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable",NA,NA,"Partial","No","Yes",NA,1,"Core18,Core22",NA,NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p47e5oNA",1,"p47e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",300,300,48,1,1,1,"Total RNA per 1000 cells at 0hr, 1hr, 24hr","Positive","Null-positive",6,6,"No",NA,"contrast of between-subjects ANOVA","t",5.134981,NA,6,0.002146524,"contrast of between-subjects ANOVA","t",1.020668,NA,6,0.3467888,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,"Null-positive","contrast of between-subjects ANOVA","t",5.134981,NA,6,0.002146524,"contrast of between-subjects ANOVA","t",1.020668,NA,6,0.3467888,NA,NA,NA,NA,NA,"Cohen's d",4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,NA,"1B,3E","Yes","Yes","Yes","Yes",1,5,2,0,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),Western blot assay,RNA extraction,RNA gel electrophoresis","cell,immuno,molecular",1,"Core13","1,2","Induction of c-Myc in P493-6 cells and impact on total RNA levels","3.0",3,3,"Yes","Yes",NA,1,"Cell number needed to be optimized to enable sufficient number for assays",5,NA,"1.0","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",FALSE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e1o1",2,"p48e1",4.192694,"Cohen's d",0.9424328,7.367756,0.8333723,-0.9053048,2.483884,2.07268,0.86460486690916,4.2960023824,0.747541575883006,4.192694,0.9424328,7.367756,0.8333723,-0.9053048,2.483884,1.63914318086509,0.86460486690916,2.68679036737653,0.747541575883006,0.0375996000000001,FALSE
"301",301,301,48,1,1,2,"Total RNA per 1000 cells at 0hr, 1hr, 24hr","Positive","Positive",6,6,"No",NA,"contrast of between-subjects ANOVA","t",5.134981,NA,6,0.002146524,"contrast of between-subjects ANOVA","t",5.029116,NA,6,0.002382405,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",4.192694,2.07268,0.9424328,7.367756,4.106256,2.039976,0.9037742,7.230549,1.988452,0.3064703,3.670434,0.02049911,"Positive","contrast of between-subjects ANOVA","t",5.134981,NA,6,0.002146524,"contrast of between-subjects ANOVA","t",5.029116,NA,6,0.002382405,NA,NA,NA,NA,NA,"Cohen's d",4.192694,2.07268,0.9424328,7.367756,4.106256,2.039976,0.9037742,7.230549,1.988452,0.3064703,3.670434,0.02049911,NA,"1B,3E","Yes","Yes","Yes","Yes",1,5,2,0,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),Western blot assay,RNA extraction,RNA gel electrophoresis","cell,immuno,molecular",1,"Core13","1,2","Induction of c-Myc in P493-6 cells and impact on total RNA levels","3.0",3,3,"Yes","Yes",NA,1,"Cell number needed to be optimized to enable sufficient number for assays",5,NA,"1.0","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e1o1",2,"p48e1",4.192694,"Cohen's d",0.9424328,7.367756,4.106256,0.9037742,7.230549,2.07268,1.61400282094589,4.2960023824,2.6050051060213,4.192694,0.9424328,7.367756,4.106256,0.9037742,7.230549,1.63914318086509,1.61400282094589,2.68679036737653,2.6050051060213,0.0375996000000001,FALSE
"302",302,302,48,2,1,1,"Active gene expression at 0 hr vs 1 hr","Positive","Positive",755,708,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z",21.17035,NA,NA,1.050387e-130,"Wilcoxon signed-rank test","z",14.86294,NA,NA,1.360204e-55,"No",NA,NA,NA,NA,NA,NA,"r",0.5448031,0.03646625,0.4926005,0.5930991,0.3949782,0.03766218,0.3309264,0.4554072,0.4245685,0.3894968,0.4584108,4.347031e-99,"Positive","paired t test","t",6.149365,NA,754,1.261028e-09,"paired t test","t",5.622824,NA,707,2.705768e-08,NA,NA,NA,NA,NA,"Cohen's dz",0.2237983,0.03684661,0.1515069,0.2959447,0.2113187,0.03799955,0.1367669,0.2857241,0.2128143,0.1703825,0.255246,8.35416e-23,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o1",2,"p48e2",0.2237983,"Cohen's dz",0.1515069,0.2959447,0.2113187,0.1367669,0.2857241,0.03684661,0.0379999839729085,0.0013576726684921,0.00144399878194131,0.2237983,0.1515069,0.2959447,0.2113187,0.1367669,0.2857241,0.0368470546242959,0.0379999839729085,0.00135770543448585,0.00144399878194131,7.24999999999754e-05,FALSE
"303",303,303,48,2,1,2,"Active gene expression at 0 hr vs 1 hr","Positive","Positive",755,719,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z",21.17035,NA,NA,1.050387e-130,"Wilcoxon signed-rank test","z",11.82707,NA,NA,2.834863e-34,"No",NA,NA,NA,NA,NA,NA,"r",0.5448031,0.03646625,0.4926005,0.5930991,0.3118873,0.03737175,0.2443428,0.37642,0.4245685,0.3894968,0.4584108,4.347031e-99,"Positive","paired t test","t",6.149365,NA,754,1.261028e-09,"paired t test","t",5.437936,NA,718,7.395288e-08,NA,NA,NA,NA,NA,"Cohen's dz",0.2237983,0.03684661,0.1515069,0.2959447,0.2028008,0.03767521,0.1288887,0.2765744,0.2128143,0.1703825,0.255246,8.35416e-23,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o1",2,"p48e2",0.2237983,"Cohen's dz",0.1515069,0.2959447,0.2028008,0.1288887,0.2765744,0.03684661,0.0376756157676687,0.0013576726684921,0.00141945202347301,0.2237983,0.1515069,0.2959447,0.2028008,0.1288887,0.2765744,0.0368470546242959,0.0376756157676687,0.00135770543448585,0.00141945202347301,7.24999999999754e-05,FALSE
"304",304,304,48,2,2,1,"Active gene expression at 0 hr vs 24 hr","Positive","Positive",755,708,"No",NA,"Wilcoxon signed-rank test","z",23.25822,NA,NA,3.3262e-184,"Wilcoxon signed-rank test","z",9.922278,NA,NA,3.669327e-24,"No",NA,NA,NA,NA,NA,NA,"r",0.5985329,0.03646625,0.5507,0.6424476,0.2636816,0.03766218,0.1937634,0.3309346,0.4154523,0.3800668,0.4496236,2.117248e-94,"Positive","paired t test","t",8.325682,NA,754,3.932289e-16,"paired t test","t",4.513307,NA,707,7.474277e-06,NA,NA,NA,NA,NA,"Cohen's dz",0.3030026,0.03721969,0.2299555,0.3758572,0.1696205,0.03785166,0.09537286,0.2437497,0.2286221,0.1860863,0.2711578,5.992255e-26,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o2",2,"p48e2",0.3030026,"Cohen's dz",0.2299555,0.3758572,0.1696205,0.09537286,0.2437497,0.03721969,0.0378519302319781,0.0013853053236961,0.00143276862228654,0.3030026,0.2299555,0.3758572,0.1696205,0.09537286,0.2437497,0.0372205053640919,0.0378519302319781,0.00138536601955839,0.00143276862228654,9.62500000000199e-05,FALSE
"305",305,305,48,2,2,2,"Active gene expression at 0 hr vs 24 hr","Positive","Positive",755,719,"No",NA,"Wilcoxon signed-rank test","z",23.25822,NA,NA,3.3262e-184,"Wilcoxon signed-rank test","z",12.77192,NA,NA,3.769168e-40,"No",NA,NA,NA,NA,NA,NA,"r",0.5985329,0.03646625,0.5507,0.6424476,0.3368036,0.03737175,0.2703445,0.4000681,0.4154523,0.3800668,0.4496236,2.117248e-94,"Positive","paired t test","t",8.325682,NA,754,3.932289e-16,"paired t test","t",5.65333,NA,718,2.27133e-08,NA,NA,NA,NA,NA,"Cohen's dz",0.3030026,0.03721969,0.2299555,0.3758572,0.2108336,0.03770586,0.1368588,0.2846647,0.2286221,0.1860863,0.2711578,5.992255e-26,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o2",2,"p48e2",0.3030026,"Cohen's dz",0.2299555,0.3758572,0.2108336,0.1368588,0.2846647,0.03721969,0.0377062795964299,0.0013853053236961,0.00142176352100414,0.3030026,0.2299555,0.3758572,0.2108336,0.1368588,0.2846647,0.0372205053640919,0.0377062795964299,0.00138536601955839,0.00142176352100414,9.62500000000199e-05,FALSE
"306",306,306,48,2,3,1,"Active gene expression at 1 hr vs 24 hr","Positive","Positive",755,708,"No",NA,"Wilcoxon signed-rank test","z",19.90605,NA,NA,6.090123e-110,"Wilcoxon signed-rank test","z",4.741908,NA,NA,1.919371e-06,"No",NA,NA,NA,NA,NA,NA,"r",0.5122673,0.03646625,0.4576434,0.5630388,0.1260148,0.03766218,0.05282251,0.19786036,0.3152044,0.2768507,0.3525554,2.9781e-52,"Null-positive","paired t test","t",7.951723,NA,754,6.721047e-15,"paired t test","t",1.748619,NA,707,0.08079083,NA,NA,NA,NA,NA,"Cohen's dz",0.2893928,0.03714789,0.2164906,0.3621105,0.06571714,0.03762286,-0.008045574,0.1394335,0.1721565,0.1298003,0.2145128,1.635552e-15,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",FALSE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o3",2,"p48e2",0.2893928,"Cohen's dz",0.2164906,0.3621105,0.06571714,-0.008045574,0.1394335,0.03714789,0.0376229040847934,0.0013799657314521,0.00141548291177357,0.2893928,0.2164906,0.3621105,0.06571714,-0.008045574,0.1394335,0.0371486162880112,0.0376229040847934,0.00138001969211389,0.00141548291177357,9.22500000000159e-05,FALSE
"307",307,307,48,2,3,2,"Active gene expression at 1 hr vs 24 hr","Positive","Positive",755,719,"No",NA,"Wilcoxon signed-rank test","z",19.90605,NA,NA,6.090123e-110,"Wilcoxon signed-rank test","z",10.04436,NA,NA,9.907599e-25,"No",NA,NA,NA,NA,NA,NA,"r",0.5122673,0.03646625,0.4576434,0.5630388,0.2648761,0.03737175,0.1955467,0.3315712,0.3152044,0.2768507,0.3525554,2.9781e-52,"Positive","paired t test","t",7.951723,NA,754,6.721047e-15,"paired t test","t",4.247711,NA,718,2.443938e-05,NA,NA,NA,NA,NA,"Cohen's dz",0.2893928,0.03714789,0.2164906,0.3621105,0.1584129,0.03752695,0.08480644,0.2319103,0.1721565,0.1298003,0.2145128,1.635552e-15,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o3",2,"p48e2",0.2893928,"Cohen's dz",0.2164906,0.3621105,0.1584129,0.08480644,0.2319103,0.03714789,0.0375271844687802,0.0013799657314521,0.00140828957415386,0.2893928,0.2164906,0.3621105,0.1584129,0.08480644,0.2319103,0.0371486162880112,0.0375271844687802,0.00138001969211389,0.00140828957415386,9.22500000000159e-05,FALSE
"308",308,308,48,2,4,1,"Silent gene expression at 0 hr vs 1 hr","Null","Positive",514,580,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z",-1.997519,NA,NA,0.04570119,"Wilcoxon signed-rank test","z",12.60892,NA,NA,7.107572e-40,"No",NA,NA,NA,NA,NA,NA,"r",-0.08532978,0.06074567,-0.20178932,0.03350899,0.3702106,0.04163054,0.2977718,0.4384106,0.2230375,0.1730249,0.2719028,1.349897e-17,"Positive","paired t test","t",1.856759,NA,513,0.06391849,"paired t test","t",5.069009,NA,579,5.388767e-07,NA,NA,NA,NA,NA,"Cohen's dz",0.08189812,0.04418201,-0.004737013,0.1684537,0.2104791,0.0419801,0.1281095,0.2926708,0.1581466,0.1098091,0.2064841,1.43206e-10,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o4",2,"p48e2",0.08189812,"Cohen's dz",-0.004737013,0.1684537,0.2104791,0.1281095,0.2926708,0.04418201,0.0419806948745075,0.0019520500076401,0.0017623787421465,0.08189812,-0.004737013,0.1684537,0.2104791,0.1281095,0.2926708,0.0441821161934878,0.0419806948745075,0.00195205939133486,0.0017623787421465,3.9776500000005e-05,FALSE
