Paper #,Experiment #,Effect #,Internal replication #,Effect description,Expected difference based on the original paper?,Observed difference in replication?,Original sample size,Replication sample size,Was a statistical test reported in the original paper?,What statistical test was reported?,Statistical test applied to original data,Original test statistic type,Original test statistic value,Original df1,Original df2,Original p value,Replication statistical test,Replication test statistic type,Replication test statistic value,Replication df1,Replication df2,Replication p value,Was original data representative?,Original point difference (for representative data),Replication raw difference (if original reported representative data),Replication raw difference type (mean or median),Replication raw diference standard error,Replication raw difference lower CI,Replication raw difference upper CI,Effect size type,Original effect size,Original standard error,Original lower CI,Original upper CI,Replication effect size,Replication standard error,Replication lower CI,Replication upper CI,Meta-analysis effect size,Meta-analysis lower CI,Meta-analysis upper CI,Meta-analysis p value,Observed difference in replication? (SMD),Statistical test applied to original data (SMD),Original test statistic type (SMD),Original test statistic value (SMD),Original df1 (SMD),Original df2 (SMD),Original p value (SMD),Replication statistical test (SMD),Replication test statistic type (SMD),Replication test statistic value (SMD),Replication df1 (SMD),Replication df2 (SMD),Replication p value (SMD),Replication raw difference (if original reported representative data) (SMD),Replication raw difference type (mean or median) (SMD),Replication raw diference standard error (SMD),Replication raw difference lower CI (SMD),Replication raw difference upper CI (SMD),Effect size type (SMD),Original effect size (SMD),Original standard error (SMD),Original lower CI (SMD),Original upper CI (SMD),Replication effect size (SMD),Replication standard error (SMD),Replication lower CI (SMD),Replication upper CI (SMD),Meta-analysis effect size (SMD),Meta-analysis lower CI (SMD),Meta-analysis upper CI (SMD),Meta-analysis p value (SMD),Notes
12,3,2,1,pERK levels in RPMI-7951 cells treated with MAP3K8 inhibitor (20 uM) compared to DMSO (mu=1),Positive,Negative,unknown,8,No,NA,NA,NA,NA,NA,NA,NA,one-sample t test,t,-2.653535,NA,7,0.03277309,Yes,0.29,-0.7043653,Mean,0.2654441,-1.33204074,-0.07668977,Cohen's d,NA,NA,NA,NA,-0.9381665,0.4242756,-1.76044756,-0.07249739,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,one-sample t test,t,-2.653535,NA,7,0.03277309,-0.7043653,Mean,0.2654441,-1.33204074,-0.07668977,Cohen's d,NA,NA,NA,NA,-0.9381665,0.4242756,-1.76044756,-0.07249739,NA,NA,NA,NA,
15,1,1,1,DOX accumulation in prostate tumor tissue of DOX+PBS vs DOX+iRGD,Positive,Null-negative,6,8,Yes,Student's t test,Welch's t test,t,5.325191,NA,2.797413,0.0154218,Student's t test,t,-0.3523984,NA,6,0.7365876,No,NA,NA,NA,NA,NA,NA,Glass' delta,7.409639,3.793725,0.8898267,14.37962,-0.3177959,0.7189105,-1.700543,1.113274,-0.04992154,-1.434322,1.334479,0.9436553,Null-negative,Welch's t test,t,5.325191,NA,2.797413,0.0154218,Student's t test,t,-0.3523984,NA,6,0.7365876,NA,NA,NA,NA,NA,Glass' delta,7.409639,3.793725,0.8898267,14.37962,-0.3177959,0.7189105,-1.700543,1.113274,-0.04992154,-1.434322,1.334479,0.9436553,"original study data has SD1/SD2 larger than 2, so assumed unequal variance"
15,2,1,1,Tumor weight of DOX+PBS vs DOX+iRGD,Positive,Null-positive,20,14,Yes,contrast of between-subjects ANOVA,Welch's t test,t,4.986744,NA,9.769102017,0.0005879201,Welch's t test,t,0.2272624,NA,8.008426,0.825914,No,NA,NA,NA,NA,NA,NA,Glass' delta,1.610345,0.5865725,0.4425053,2.72709,0.2240333,0.5384207,-0.8398834,1.270007,0.8579609,0.08053472,1.63538714,0.03054122,Null-positive,Welch's t test,t,4.986744,NA,9.769102017,0.0005879201,Welch's t test,t,0.2272624,NA,8.008426,0.825914,NA,NA,NA,NA,NA,Glass' delta,1.610345,0.5865725,0.4425053,2.72709,0.2240333,0.5384207,-0.8398834,1.270007,0.8579609,0.08053472,1.63538714,0.03054122,"original study data has SD1/SD2 larger than 2, so assumed unequal variance"
15,2,2,1,"Percent body weight shift of PBS, DOX+PBS, DOX+iRGD",Null,Null-positive,30,21,Yes,between-subjects ANOVA,between-subjects ANOVA,F,0.04874,2,27,0.9525123,between-subjects ANOVA,F,1.665554,2,18,0.2333175,No,NA,NA,NA,NA,NA,NA,r,0.05997818343,0.1924501,-0.3069231241,0.4113586476,0.3951733628,0.2357023,-0.04402342131,0.7063611971,0.2004454,-0.08874353,0.45846872,0.172856,Null-positive,between-subjects ANOVA,F,0.04874,2,27,0.9525123,between-subjects ANOVA,F,1.665554,2,18,0.2333175,NA,NA,NA,NA,NA,Cohen's d,0.1047,0.3875564,-0.6548,0.8643,0.764,0.4777028,-0.1722,1.7003,0.3663989,-0.2234833,0.9562811,0.2234482,
15,3,1,1,Prostate tumor apoptotic index of DOX+PBS vs DOX+iRGD,Positive,Null-positive,20,12,Yes,contrast of between-subjects ANOVA,contrast of between-subjects ANOVA,t,5.138861,NA,27,2.10E-05,contrast of between-subjects ANOVA,t,0.4351507,NA,15,0.669649,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.298168,0.6206721,1.129156,3.429967,0.2512344,0.6354425,-0.8916921,1.3818889,1.298767,0.428521,2.169014,0.003443717,Null-positive,contrast of between-subjects ANOVA,t,5.138861,NA,27,2.10E-05,contrast of between-subjects ANOVA,t,0.4351507,NA,15,0.669649,NA,NA,NA,NA,NA,Cohen's d,2.298168,0.6206721,1.129156,3.429967,0.2512344,0.6354425,-0.8916921,1.3818889,1.298767,0.428521,2.169014,0.003443717,
16,1,1,1,Linear regression slopes of isocitrate-dependent NADPH production assay of wild-type IDH2 vs vector control,Positive,Positive,6,14,No,NA,NA,NA,NA,NA,NA,NA,Mann-Whitney,z,3.130495,NA,NA,0.0005827506,Yes,0.04441429,0.01338828,Median,NA,0.009944322,0.01743956,Cliff's delta,NA,NA,NA,NA,1,0.01226378,0.9382054,1,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,Student's t test,t,9.328734,NA,12,7.55E-07,0.01380366,Mean,0.001479693,0.01057969,0.01702764,Cohen's d,NA,NA,NA,NA,4.986418,1.24178,2.73383,7.194822,NA,NA,NA,NA,original study reported representive data from 1 of 3 independent experiments
16,1,2,1,Linear regression slopes of isocitrate-dependent NADPH production assay of R172K mutant IDH2 vs vector control,Null,Null-positive,6,14,No,NA,NA,NA,NA,NA,NA,NA,Mann-Whitney,z,1.597191,NA,NA,0.1282051,Yes,0.00235,0.0009516484,Median,NA,-0.001430037,0.001666667,Cliff's delta,NA,NA,NA,NA,0.5102041,0.3222509,-0.2080929,0.8709953,NA,NA,NA,NA,Null-positive,NA,NA,NA,NA,NA,NA,Student's t test,t,0.831478,NA,12,0.421941,0.0009192046,Mean,0.001105507,-0.001489488,0.003327897,Cohen's d,NA,NA,NA,NA,0.4444437,0.5856069,-0.6267644,1.497846,NA,NA,NA,NA,original study reported representive data from 1 of 3 independent experiments
16,1,3,1,Linear regression slopes of alpha-ketoglutarate-dependent NADPH consumption assay of wild-type IDH2 vs vector control,Null,Null-positive,6,14,No,NA,NA,NA,NA,NA,NA,NA,Welch's t test,t,0.2941317,NA,9.419855,0.7750359,Yes,5.26E-05,1.65E-06,Mean,5.59E-06,-1.09E-05,1.42E-05,Glass' delta,NA,NA,NA,NA,0.1273816,0.5357858,-0.9277802,1.172241,NA,NA,NA,NA,Null-positive,NA,NA,NA,NA,NA,NA,Welch's t test,t,0.2941317,NA,9.419855,0.7750359,1.65E-06,Mean,5.59E-06,-1.09E-05,1.42E-05,Glass' delta,NA,NA,NA,NA,0.1273816,0.5357858,-0.9277802,1.172241,NA,NA,NA,NA,original study reported representive data from 1 of 3 independent experiments
16,1,4,1,Linear regression slopes of alpha-ketoglutarate-dependent NADPH consumption assay of R172K mutant IDH2 vs vector control,Positive,Positive,6,14,No,NA,NA,NA,NA,NA,NA,NA,Welch's t test,t,5.96686,NA,6.947853,0.000576582,Yes,0.0003033149,0.0001073304,Mean,1.80E-05,6.47E-05,1.50E-04,Glass' delta,NA,NA,NA,NA,8.311091,2.458028,3.634329,13.0013,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,Welch's t test,t,5.96686,NA,6.947853,0.000576582,0.0001073304,Mean,1.80E-05,6.47E-05,1.50E-04,Glass' delta,NA,NA,NA,NA,8.311091,2.458028,3.634329,13.0013,NA,NA,NA,NA,original study reported representive data from 1 of 3 independent experiments
16,2,1,1,2HG levels of R172K mutant IDH2 vs largest value observed in control/WT IDH2 cells,Positive,Positive,unknown,10,No,NA,NA,NA,NA,NA,NA,NA,one-sample t test,t,21.85794,NA,9,4.14E-09,Yes,2.057992,2.337054,Mean,0.1069201,2.095184,2.578924,Cohen's d,NA,NA,NA,NA,6.912087,1.577608,3.71711,10.10351,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,one-sample t test,t,21.85794,NA,9,4.14E-09,2.337054,Mean,0.1069201,2.095184,2.578924,Cohen's d,NA,NA,NA,NA,6.912087,1.577608,3.71711,10.10351,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments
16,3,1,1,2HG levels of R132C mutant IDH1 vs largest value observed in WT IDH,Positive,Positive,5,4,No,NA,one-sample t test,t,18.79246,NA,4,4.72E-05,one-sample t test,t,4.468997,NA,3,0.02087446,No,NA,NA,NA,NA,NA,NA,Cohen's d,8.404241,2.695019,2.83925,14.08517,2.234498,0.9349454,0.2632168,4.1670553,2.897267,1.166027,4.628507,0.00103792,Positive,one-sample t test,t,18.79246,NA,4,4.72E-05,one-sample t test,t,4.468997,NA,3,0.02087446,NA,NA,NA,NA,NA,Cohen's d,8.404241,2.695019,2.83925,14.08517,2.234498,0.9349454,0.2632168,4.1670553,2.897267,1.166027,4.628507,0.00103792,original data Estimated from figure 5C log transformed to match replication data
16,3,2,1,2HG levels of R172K mutant IDH2 vs largest value observed in WT IDH,Positive,Positive,9,4,No,NA,one-sample t test,t,20.23687,NA,8,3.71E-08,one-sample t test,t,9.190985,NA,3,0.002723826,No,NA,NA,NA,NA,NA,NA,Cohen's d,6.745624,1.624525,3.446096,10.044942,4.595493,1.699947,1.053507,8.224204,5.719313,3.417392,8.021234,1.12E-06,Positive,one-sample t test,t,20.23687,NA,8,3.71E-08,one-sample t test,t,9.190985,NA,3,0.002723826,NA,NA,NA,NA,NA,Cohen's d,6.745624,1.624525,3.446096,10.044942,4.595493,1.699947,1.053507,8.224204,5.719313,3.417392,8.021234,1.12E-06,original data Estimated from figure 5C log transformed to match replication data
16,3,3,1,2HG levels of R132C mutant IDH1 or R172K mutant IDH2 vs largest value observed in WT IDH,Positive,Positive,14,8,No,NA,one-sample t test,t,16.31795,NA,13,4.86E-10,one-sample t test,t,8.72953,NA,7,5.20E-05,No,NA,NA,NA,NA,NA,NA,Cohen's d,4.361155,0.8664309,2.617673,6.089983,3.086355,0.8487339,1.349622,4.797836,3.710603,2.522266,4.89894,9.36E-10,Positive,one-sample t test,t,16.31795,NA,13,4.86E-10,one-sample t test,t,8.72953,NA,7,5.20E-05,NA,NA,NA,NA,NA,Cohen's d,4.361155,0.8664309,2.617673,6.089983,3.086355,0.8487339,1.349622,4.797836,3.710603,2.522266,4.89894,9.36E-10,original data Estimated from figure 5C log transformed to match replication data
19,1,1,1,Relative MYC expression of MM.1S cells harvested 1 hr after (+)-JQ1 treatment vs cells 0 hr after (+)-JQ1 treatment,Positive,Positive,2,5,Yes,paired t test,paired t test,t,3.511476,NA,1,0.1766213,paired t test,t,38.92091,NA,4,2.60E-06,No,NA,NA,NA,NA,NA,NA,Cohen's dz,2.482988,1.428743,-0.5946068,5.7866542,17.40596,5.522385,6.015823,28.411386,3.419196,0.7081727,6.1302201,0.01343801,Positive,paired t test,t,3.511476,NA,1,0.1766213,paired t test,t,38.92091,NA,4,2.60E-06,NA,NA,NA,NA,NA,Cohen's dz,2.482988,1.428743,-0.5946068,5.7866542,17.40596,5.522385,6.015823,28.411386,3.419196,0.7081727,6.1302201,0.01343801,original study listed a sample size of 6 (2 biological repeats with 3 technical replicates each). These calculations use a sample size of 2.
19,1,2,1,Relative MYC expression of MM.1S cells harvested 8 hr after (+)-JQ1 treatment vs cells 0 hr after (+)-JQ1 treatment,Positive,Positive,2,5,Yes,paired t test,paired t test,t,3.411066,NA,1,0.1815468,paired t test,t,25.09801,NA,4,1.50E-05,No,NA,NA,NA,NA,NA,NA,Cohen's dz,2.411988,1.398006,-0.605721,5.633767,11.224173,3.577458,3.841858,18.349709,3.579422,1.027326,6.131518,0.005978983,Positive,paired t test,t,3.411066,NA,1,0.1815468,paired t test,t,25.09801,NA,4,1.50E-05,NA,NA,NA,NA,NA,Cohen's dz,2.411988,1.398006,-0.605721,5.633767,11.224173,3.577458,3.841858,18.349709,3.579422,1.027326,6.131518,0.005978983,original study listed a sample size of 6 (2 biological repeats with 3 technical replicates each). These calculations use a sample size of 2.
19,2,1,1,Overall survival of (+)-JQ1 vs vehicle control,Positive,Positive,19,24,Yes,Log-rank Mantel-Cox test,Log-rank Mantel-Cox test,chi-squared,16.87163,NA,1,4.00E-05,Log-rank Mantel-Cox test,chi-squared,5.12079,NA,1,0.02364086,No,NA,NA,NA,NA,NA,NA,Hazard ratio,25.92992,1.592021,5.484926,122.583391,3.754594,2.925704,1.193745,11.809033,7.418326,2.950078,18.654268,2.05E-05,Positive,Log-rank Mantel-Cox test,chi-squared,16.87163,NA,1,4.00E-05,Log-rank Mantel-Cox test,chi-squared,5.12079,NA,1,0.02364086,NA,NA,NA,NA,NA,Hazard ratio,25.92992,1.592021,5.484926,122.583391,3.754594,2.925704,1.193745,11.809033,7.418326,2.950078,18.654268,2.05E-05,
19,2,2,1,Bioluminescence (tumor burden) of (+)-JQ1 vs vehicle control,Positive,Null-positive,19,18,Yes,Student's t test,Student's t test,t,5.000418,NA,17,0.0001094824,Student's t test,t,1.15363,NA,16,0.2655945,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.297534,0.6398966,1.09556,3.460222,0.557773,0.523378,-0.417364,1.516296,1.255122,0.4610895,2.0491548,0.001947642,Null-positive,Student's t test,t,5.000418,NA,17,0.0001094824,Student's t test,t,1.15363,NA,16,0.2655945,NA,NA,NA,NA,NA,Cohen's d,2.297534,0.6398966,1.09556,3.460222,0.557773,0.523378,-0.417364,1.516296,1.255122,0.4610895,2.0491548,0.001947642,
20,1,1,1,Primary tumor growth between LM-4175 with or without Cav1 WT or Cav1 KO pMEFs,Null,Null-positive,34,61,No,NA,Kruskal-Wallis rank sum test,chi-squared,0.8877569,NA,2,0.6415434,Kruskal-Wallis rank sum test,chi-squared,0.0439328,NA,2,0.9782731,No,NA,NA,NA,NA,NA,NA,r,0.1680213,0.1796053,-0.1803942,0.4789723,0.02751682,0.1313064,-0.225869,0.2774153,0.07686942,-0.1299946,0.2773206,0.4674599,Null-negative,between-subjects ANOVA,F,0.1411344,2,31,0.8689274,between-subjects ANOVA,F,2.876159,2,58,0.06442112,NA,NA,NA,NA,NA,Cohen's d,0.1874,0.3536948,-0.5057,0.8805,-0.2942,0.2601922,-0.8043,0.2159,-0.1250905,-0.5358783,0.2856974,0.5506172,
20,1,2,1,Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 WT,Positive,Null-positive,18,36,Yes,unknown,Mann-Whitney,z,3.006397,NA,NA,0.001023486,Mann-Whitney,z,0.998848,NA,NA,0.327788,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.8888889,0.1111111,0.469068,0.9810331,0.2076923,0.1416304,-0.07528094,0.45970759,0.629365,0.4303428,0.7700337,6.05E-13,Null-positive,Student's t test,t,2.806311,NA,16,0.01267524,Student's t test,t,-1.52892,NA,34,0.1355357,NA,NA,NA,NA,NA,Cohen's d,2.563103,0.7156877,1.223514,3.858346,0.2914964,0.3846159,-0.4431904,1.021949,0.8005373,0.1365169,1.464558,0.01813179,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here"
20,1,3,1,Total metastatic foci per mouse of LM-4175 vs LM-4175 + Cav1 KO,Null,Null-positive,21,35,Yes,unknown,Mann-Whitney,z,1.487869,NA,NA,0.1460453,Mann-Whitney,z,1.868766,NA,NA,0.0623144,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.4222222,0.2340503,-0.0821183,0.7544005,0.404,0.1442775,0.09630774,0.64121404,0.4090177,0.1481356,0.616679,0.0008675492,Null-positive,Student's t test,t,1.980263,NA,19,0.06234209,Student's t test,t,-1.137378,NA,33,0.2635716,NA,NA,NA,NA,NA,Cohen's d,0.6838845,0.5210548,-0.2956912,1.646454,0.645546,0.393931,-0.1087057,1.390458,0.6594895,0.04360311,1.275376,0.03584122,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here; effect size recalculated for meta-analysis"
20,1,4,1,Total metastatic foci per mouse of LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,Positive,Null-negative,27,51,Yes,unknown,Mann-Whitney,z,2.10043,NA,NA,0.03519667,Mann-Whitney,z,-1.229224,NA,NA,0.2227251,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.4777778,0.2002604,0.03119762,0.76534551,-0.1984615,0.1559415,-0.4731837,0.1114388,0.05680262,-0.1807589,0.2881016,0.6443203,Null-negative,Student's t test,t,2.554782,NA,25,0.01709515,Student's t test,t,-1.174624,NA,49,0.2458221,NA,NA,NA,NA,NA,Cohen's d,0.8082212,0.4196541,0.009667198,1.591935,-0.2267656,0.2867232,-0.7764475,0.3252096,0.1026186,-0.3613873,0.5666246,0.6646793,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here"
20,2,1,1,Percent of fibronectin fibers within +/- 20 degrees from LM-4175 vs LM-4175 + Cav1 WT,Positive,Null-positive,13,13,Yes,unknown,Mann-Whitney,z,2.9277,NA,NA,0.001554002,Mann-Whitney,z,0.146385,NA,NA,0.9432789,No,NA,NA,NA,NA,NA,NA,Cliff's delta,1,0.01636634,0.9176244,1,0.05,0.4170474,-0.6029312,0.6628181,0.9985392,0.4772311,0.999997,0,Null-positive,Student's t test,t,4.508929,NA,11,0.0008880629,Student's t test,t,0.652025,NA,11,0.5277742,NA,NA,NA,NA,NA,Cohen's d,2.570485,0.8596706,0.9998724,4.080861,0.3717114,0.6257102,-0.7643179,1.491367,1.133156,0.1416188,2.124694,0.02509737,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here"
20,2,2,1,Percent of fibronectin fibers within +/- 20 degrees from LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,Positive,Null-positive,18,15,Yes,unknown,Mann-Whitney,z,2.487865,NA,NA,0.01165501,Mann-Whitney,z,1.735913,NA,NA,0.09386169,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.7,0.1812654,0.2140474,0.908207,0.5357143,0.2632541,-0.0736732,0.8538133,0.6471616,0.2785167,0.8496035,1.46E-05,Null-positive,Student's t test,t,3.750793,NA,16,0.001744839,Student's t test,t,1.673947,NA,13,0.1180168,NA,NA,NA,NA,NA,Cohen's d,1.779157,0.6036627,0.6471271,2.872486,0.86635,0.5851281,-0.2151739,1.918034,1.308525,0.4850509,2.132,0.001842939,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here"
20,2,3,1,Correlation of percent of fibronectin fibers within +/- 20 degrees and number of metastasis,Positive,Negative,25,20,Yes,Spearman's rank correlation,Spearman's rank correlation,rho,0.6766662,NA,NA,0.0002038955,Spearman's rank correlation,rho,-0.5003121,NA,NA,0.02466544,No,NA,NA,NA,NA,NA,NA,Spearman's r,0.6766662,0.2132007,0.3842812,0.8456849,-0.5003121,0.2425356,-0.77192894,-0.07422445,0.2208974,-0.08900992,0.49180977,0.1607295,Negative,Pearson's correlation,t,7.492424,NA,23,1.30E-07,Pearson's correlation,t,-2.243402,NA,18,0.03769116,NA,NA,NA,NA,NA,Pearson's r,0.8422367,0.2132007,0.6701163,0.9284014,-0.4674479,0.2425356,-0.75399977,-0.03142826,0.4400298,0.1571102,0.6562015,0.00318483,methods state unpaired Student's t-test or Mann-Whitney test was used; Student's-test test used for original because no raw data
21,1,1,1,Relative tumor volume of A549 xenografts treated with cimetidine vs vehicle,Positive,Positive,12,27,Yes,Student's t test,Student's t test,t,2.348576,NA,10,0.04073944,Student's t test,t,2.411154,NA,25,0.02357807,No,NA,NA,NA,NA,NA,NA,Cohen's d,1.355951,0.7143642,0.05518853,2.60415546,0.928691,0.4229055,0.1232132,1.7175443,1.039572,0.3263091,1.7528341,0.004281727,Positive,Student's t test,t,2.348576,NA,10,0.04073944,Student's t test,t,2.411154,NA,25,0.02357807,NA,NA,NA,NA,NA,Cohen's d,1.355951,0.7143642,0.05518853,2.60415546,0.928691,0.4229055,0.1232132,1.7175443,1.039572,0.3263091,1.7528341,0.004281727,
21,1,2,1,Relative tumor volume of A549 xenografts treated with DOX vs vehicle,Positive,Positive,12,18,No,NA,Student's t test,t,5.204783,NA,10,0.0003985327,Student's t test,t,2.227984,NA,16,0.04057874,No,NA,NA,NA,NA,NA,NA,Cohen's d,3.004983,0.9704614,1.251697,4.695657,1.263148,0.6462975,0.05315685,2.43910131,1.798321,0.7440073,2.852635,0.0008285709,Positive,Student's t test,t,5.204783,NA,10,0.0003985327,Student's t test,t,2.227984,NA,16,0.04057874,NA,NA,NA,NA,NA,Cohen's d,3.004983,0.9704614,1.251697,4.695657,1.263148,0.6462975,0.05315685,2.43910131,1.798321,0.7440073,2.852635,0.0008285709,
21,1,3,1,Relative tumor volume of ACHN xenografts treated with cimetidine vs vehicle,Null,Null-negative,12,30,Yes,Student's t test,Student's t test,t,1.053297,NA,10,0.31699,Mann-Whitney,z,-0.7258662,NA,NA,0.4863648,No,NA,NA,NA,NA,NA,NA,Cohen's d,0.6081211,0.6497605,-0.5678437,1.7556535,-0.181138,0.378794,-0.8967692,0.5376991,0.01906007,-0.622329,0.6604491,0.9535543,Null-negative,Student's t test,t,1.053297,NA,10,0.31699,Student's t test,t,-0.8826982,NA,28,0.3849151,NA,NA,NA,NA,NA,Cohen's d,0.6081211,0.6497605,-0.5678437,1.7556535,-0.181138,0.378794,-0.8967692,0.5376991,0.01906007,-0.622329,0.6604491,0.9535543,
24,1,1,1,PTEN-3'UTR luciferase reporter activity of siNC vs siSERINC1,Positive,Null-negative,8,8,Yes,Student's t test,Student's t test,t,5.114467,NA,6,0.002190081,Student's t test,t,-0.1767,NA,6,0.8655577,No,NA,NA,NA,NA,NA,NA,Cohen's d,3.616474,1.455979,1.147255,6.003115,-0.1249458,0.8175581,-1.507507,1.267743,0.7719412,-0.625244,2.169126,0.2788639,Null-negative,Student's t test,t,5.114467,NA,6,0.002190081,Student's t test,t,-0.1767,NA,6,0.8655577,NA,NA,NA,NA,NA,Cohen's d,3.616474,1.455979,1.147255,6.003115,-0.1249458,0.8175581,-1.507507,1.267743,0.7719412,-0.625244,2.169126,0.2788639,
24,1,2,1,PTEN-3'UTR luciferase reporter activity of siNC vs siZNF460,Null,Null-positive,8,8,No,NA,Student's t test,t,1.319308,NA,6,0.2351748,Student's t test,t,0.899187,NA,6,0.4031949,No,NA,NA,NA,NA,NA,NA,Cohen's d,0.9328917,0.8737077,-0.5789872,2.378636,0.6358212,0.8435552,-0.8181923,2.041438,0.7791419,-0.4102885,1.9685724,0.1991827,Null-positive,Student's t test,t,1.319308,NA,6,0.2351748,Student's t test,t,0.899187,NA,6,0.4031949,NA,NA,NA,NA,NA,Cohen's d,0.9328917,0.8737077,-0.5789872,2.378636,0.6358212,0.8435552,-0.8181923,2.041438,0.7791419,-0.4102885,1.9685724,0.1991827,assumed original study did not perform a statistical test since there was no 'n.s' for this comparison
24,1,3,1,PTEN-3'UTR luciferase reporter activity of siNC vs siVAPA,Positive,Null-positive,8,8,Yes,Student's t test,Welch's t test,t,10.79469,NA,3.576481,0.0007419815,Student's t test,t,0.2254175,NA,6,0.8291362,No,NA,NA,NA,NA,NA,NA,Glass' delta,5.653017,2.413732,1.227296,10.16045,0.1556105,0.7099548,-1.2475,1.534436,0.5933404,-0.741598,1.928279,0.3836747,Null-positive,Welch's t test,t,10.79469,NA,3.576481,0.0007419815,Student's t test,t,0.2254175,NA,6,0.8291362,NA,NA,NA,NA,NA,Glass' delta,5.653017,2.413732,1.227296,10.16045,0.1556105,0.7099548,-1.2475,1.534436,0.5933404,-0.741598,1.928279,0.3836747,
24,1,4,1,PTEN-3'UTR luciferase reporter activity of siNC vs siCNOT6L,Positive,Null-positive,8,8,Yes,Student's t test,Welch's t test,t,6.044029,NA,3.925518,0.004015118,Student's t test,t,0.425898,NA,6,0.6850368,No,NA,NA,NA,NA,NA,NA,Glass' delta,3.252155,1.504245,0.407338,6.0475,0.3363867,0.7203189,-1.098502,1.720333,0.8802705,-0.3930659,2.153607,0.1754357,Null-positive,Welch's t test,t,6.044029,NA,3.925518,0.004015118,Student's t test,t,0.425898,NA,6,0.6850368,NA,NA,NA,NA,NA,Glass' delta,3.252155,1.504245,0.407338,6.0475,0.3363867,0.7203189,-1.098502,1.720333,0.8802705,-0.3930659,2.153607,0.1754357,
24,1,5,1,PTEN-3'UTR luciferase reporter activity of siNC vs siPTEN,Positive,Positive,8,8,Yes,Student's t test,Welch's t test,t,17.05087,NA,3.085825,0.0003724277,Mann-Whitney,z,2.309401,NA,NA,0.02857143,No,NA,NA,NA,NA,NA,NA,Glass' delta,8.586207,3.575914,2.109776,15.2773,2.484508,1.236445,0.1009866,4.77607,3.136107,0.8457674,5.4264457,0.007280551,Positive,Welch's t test,t,17.05087,NA,3.085825,0.0003724277,Welch's t test,t,4.960165,NA,3.021432,0.01547023,NA,NA,NA,NA,NA,Glass' delta,8.586207,3.575914,2.109776,15.2773,2.484508,1.236445,0.1009866,4.77607,3.136107,0.8457674,5.4264457,0.007280551,
24,2,1,1,PTEN-3'UTR luciferase reporter activity of EV vs SERINC1-3'UTR,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,3.824188,NA,6,0.008718023,Student's t test,t,-3.320952,NA,10,0.007735024,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.704109,1.216196,0.6200775,4.693687,-1.917353,0.7877655,-3.289486,-0.484107,-0.5514672,-1.8473606,0.7444263,0.4042459,Negative,Student's t test,t,3.824188,NA,6,0.008718023,Student's t test,t,-3.320952,NA,10,0.007735024,NA,NA,NA,NA,NA,Cohen's d,2.704109,1.216196,0.6200775,4.693687,-1.917353,0.7877655,-3.289486,-0.484107,-0.5514672,-1.8473606,0.7444263,0.4042459,
24,2,2,1,PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR1,Positive,Negative,8,12,Yes,Student's t test,Welch's t test,t,4.110761,NA,4.392191,0.01214254,Student's t test,t,-3.132738,NA,10,0.0106408,No,NA,NA,NA,NA,NA,NA,Glass' delta,4.625142,2.016264,0.8937053,8.384744,-1.441733,0.735658,-2.826101,0.02658932,-0.7289709,-2.0834905,0.6255486,0.2915136,Negative,Welch's t test,t,4.110761,NA,4.392191,0.01214254,Student's t test,t,-3.132738,NA,10,0.0106408,NA,NA,NA,NA,NA,Glass' delta,4.625142,2.016264,0.8937053,8.384744,-1.441733,0.735658,-2.826101,0.02658932,-0.7289709,-2.0834905,0.6255486,0.2915136,
